Id,URI,Language,Name,Source_Url,Street1,City,StateTer,Zip,Phone/0,CFO_Agency,Fed_Branch,Contact_Url/0/Url,Contact_Url/0/Description,Contact_Url/0/Language,Contact_Url/1/Url,Contact_Url/1/Description,Contact_Url/1/Language,Contact_Url/2/Url,Contact_Url/2/Description,Contact_Url/2/Language,Contact_Url/3/Url,Contact_Url/3/Description,Contact_Url/3/Language,Contact_Url/4/Url,Contact_Url/4/Description,Contact_Url/4/Language,Contact_Url/5/Url,Contact_Url/5/Description,Contact_Url/5/Language,Contact_Url/6/Url,Contact_Url/6/Description,Contact_Url/6/Language,Web_Url/0/Url,Web_Url/0/Description,Web_Url/0/Language,In_Person_Url/0/Url,In_Person_Url/0/Description,In_Person_Url/0/Language,In_Person_Url/1/Url,In_Person_Url/1/Description,In_Person_Url/1/Language,In_Person_Url/2/Url,In_Person_Url/2/Description,In_Person_Url/2/Language,Description,Parent/Id,Parent/URI,Parent/Name,Child/0/Id,Child/0/URI,Child/0/Name,Child/1/Id,Child/1/URI,Child/1/Name,Child/2/Id,Child/2/URI,Child/2/Name,Alt_Language/0/Id,Alt_Language/0/URI,Alt_Language/0/Name,Alt_Language/0/Language,Tollfree/0,Email
50149,null/api/USAGovAPI/contacts.json/contact/50149,es,Administración Nacional de Seguridad del Tráfico en las Carreteras,http://www.usa.gov/gobiernousa/directorios/federal/administracion-nacional-seguridad-trafico--carreteras.shtml,"1200 New Jersey Avenue, SE <br />West Building",Washington,DC,20590,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhtsa.gov/,Administración Nacional de Seguridad del Tráfico en las Carreteras (en inglés),es,,,,,,,,,,"La <a class=""fn org"" title=""Administración Nacional de Seguridad del Tráfico en las Carreteras"" href=""http://www.nhtsa.gov/"">Administración Nacional de Seguridad del Tráfico en las Carreteras</a> (en inglés) es responsable de reducir el número de muertos y heridos por accidentes automovilísticos. Esto se logra estableciendo y controlando los estándares de seguridad de los vehículos.",50085,null/api/USAGovAPI/contacts.json/contact/50085,Departamento de Transporte,,,,,,,,,,48081,null/api/USAGovAPI/contacts.json/contact/48081,National Highway Traffic Safety Administration,en,1-888-327-4236 (para español presione el 2),NHTSA.TSP-Resource@dot.gov (en inglés)
50150,null/api/USAGovAPI/contacts.json/contact/50150,es,Administración de Seguridad en el Transporte,http://www.usa.gov/gobiernousa/directorios/federal/administracion-seguridad-transporte.shtml,601 South 12th Street,Arlington,VA,20598,,,,http://www.tsa.gov/contact-transportation-security-administration,Formulario de contacto (en inglés),es,,,,,,,,,,,,,,,,,,,http://www.tsa.gov,Administración de Seguridad en el Transporte (en inglés),es,,,,,,,,,,"La 			<a class=""fn org"" title=""Administración de Seguridad en el Transporte"" href=""http://www.tsa.gov/"">Administración de Seguridad en el Transporte</a> (TSA, por su sigla en inglés) es responsable de proteger los sistemas de transporte en la nación. Desarrolla programas de seguridad y regulaciones para todos los medios de transporte y provee seguridad a los aeropuertos.",50082,null/api/USAGovAPI/contacts.json/contact/50082,Departamento de Seguridad Nacional,,,,,,,,,,48143,null/api/USAGovAPI/contacts.json/contact/48143,Transportation Security Administration (TSA),en,1-866-289-9673 (para español presione el 1),
50151,null/api/USAGovAPI/contacts.json/contact/50151,es,Junta Nacional de Seguridad en el Transporte,http://www.usa.gov/gobiernousa/directorios/federal/junta-nacional-seguridad-transporte.shtml,"490 L'Enfant Plaza, SW",Washingto n,DC,20594,202-366-4000 (en inglés),,,http://www.ntsb.gov/pubmail/pubmail.aspx,Formulario de contacto (en inglés),es,,,,,,,,,,,,,,,,,,,http://www.ntsb.gov/index.html,Junta Nacional de Seguridad en el Transporte (en inglés),es,,,,,,,,,,"La <a class=""fn org"" title=""Junta Nacional de Seguridad en el Transporte"" href=""http://www.ntsb.gov/index.htm"">Junta Nacional de Seguridad en el Transporte</a> (en inglés) investiga todos los accidentes de aviación y otros accidentes de transporte en Estados Unidos y hace recomendaciones de seguridad para prevenir accidentes en el futuro.",,,,,,,,,,,,,52641,null/api/USAGovAPI/contacts.json/contact/52641,National Transportation Safety Board,en,,
50152,null/api/USAGovAPI/contacts.json/contact/50152,es,Administración del Seguro Social,http://www.usa.gov/gobiernousa/directorios/federal/administracion-seguro-social.shtml,6401 Security Blvd.,Baltimore,MD,21235,,,,http://www.ssa.gov/espanol/comuniquese.htm,Formulario de contacto,es,,,,,,,,,,,,,,,,,,,http://www.ssa.gov/espanol/,Administración del Seguro Social,es,,,,,,,,,,"La 			<a class=""fn org"" title=""Administración del Seguro Social"" href=""http://www.ssa.gov/espanol/"">Administración del Seguro Social</a> (SSA, por su sigla en inglés) maneja el programa nacional de seguro social compuesto por los programas de seguro de retiro, sobrevivientes y por discapacidad. SSA administra el programa de Ingreso de Seguro Suplementario para los ancianos, ciegos y discapacitados. Además, está a cargo de asignar los números de Seguro Social a los individuos que residen en Estados Unidos.",,,,,,,,,,,,,49057,null/api/USAGovAPI/contacts.json/contact/49057,Social Security Administration (SSA),en,1-800-772-1213 (para español presione el 2),
50153,null/api/USAGovAPI/contacts.json/contact/50153,es,Senado de Estados Unidos,http://www.usa.gov/gobiernousa/directorios/federal/congreso-senado.shtml,United States Senate,Washington,DC,20201,202-224-3121 (en inglés),,,http://www.senate.gov/general/contact_information/senators_cfm.cfm,Formulario de contacto (en inglés),es,,,,,,,,,,,,,,,,,,,http://www.senate.gov/,Senado de Estados Unidos (en inglés),es,,,,,,,,,,"El <a class=""fn org"" title=""Senado de Estados Unidos"" href=""http://www.senate.gov/"">Senado de Estados Unidos</a> (en inglés) es parte de la rama legislativa del Gobierno federal. Está formado por 100 senadores, dos por cada estado, electos por un período de seis años. El Senado promulga legislación y tiene la potestad de encausar a funcionarios del Gobierno y aprobar los nombramientos y los tratados del Presidente.",,,,,,,,,,,,,49664,null/api/USAGovAPI/contacts.json/contact/49664,U.S. Senate,en,,
50154,null/api/USAGovAPI/contacts.json/contact/50154,es,Sistema de Servicio Selectivo,http://www.usa.gov/gobiernousa/directorios/federal/servicio-reclutamiento-servicio-militar-obligatorio.shtml,P.O. Box 94638,Palatine,IL,60094-4638,,,,,,,,,,,,,,,,,,,,,,,,,http://sss.gov,Sistema de Servicio Selectivo (en inglés),es,,,,,,,,,,"El <a class=""fn org"" title=""Sistema de Servicio Selectivo"" href=""http://www.sss.gov/default.htm"">Sistema de Servicio Selectivo</a> (en inglés) requiere que todos los hombres entre 18 y 25 años de edad se inscriban en caso de que sea necesario instituir el servicio militar obligatorio en el futuro.",,,,,,,,,,,,,52658,null/api/USAGovAPI/contacts.json/contact/52658,Selective Service System (SSS),en,1-888-655-1825 (en inglés),DMCEspanol@sss.gov
50155,null/api/USAGovAPI/contacts.json/contact/50155,es,Corporación para el Servicio Nacional y Comunitario,http://www.usa.gov/gobiernousa/directorios/federal/corporacion-servicio-nacional-comunitario.shtml,"1201 New York Avenue, NW",Washington,DC,20525,202-606-5000 (en inglés),,,,,,,,,,,,,,,,,,,,,,,,http://www.nationalservice.gov/,Corporación para el Servicio Nacional y Comunitario (en inglés),es,,,,,,,,,,"La <a class=""fn org"" title=""Corporación para el Servicio Nacional y Comunitario"" href=""http://www.nationalservice.gov/"">Corporación para el Servicio Nacional y Comunitario</a> (en inglés) es una agencia federal creada en 1993 que administra los programas reautorizados y expandidos por el proyecto de ley Serve America. La Corporación involucra a cuatro millones de voluntarios al año.",,,,,,,,,,,,,52593,null/api/USAGovAPI/contacts.json/contact/52593,Corporation for National and Community Service,en,,info@cns.gov (en inglés)
50156,null/api/USAGovAPI/contacts.json/contact/50156,es,Museos y Galerías Smithsonian,http://www.usa.gov/gobiernousa/directorios/federal/museos-galerias-smithsonian.shtml,"P.O. Box 37012 <br />SI Building <br />Room 153, MRC 010",Washington,DC,20013,202-633-1000 (en inglés),,,,,,,,,,,,,,,,,,,,,,,,http://si.edu/,Museos y Galerías Smithsonian (en inglés),es,,,,,,,,,,"Los 			<a class=""fn org"" title=""Museos y Galerías Smithsonian"" href=""http://si.edu/"">Museos y Galerías Smithsonian</a> (en inglés) son centros de investigación dedicados a la educación pública. Existen 16 museos y galerías Smithsonian, y el Parque Zoológico Nacional es parte del sistema. Los museos contienen más de 142 millones de artefactos y muestras.",,,,,,,,,,,,,49668,null/api/USAGovAPI/contacts.json/contact/49668,Smithsonian Institution,en,,info@si.edu (en inglés)
50157,null/api/USAGovAPI/contacts.json/contact/50157,es,Instituto Nacional de la Sordera y Otros Trastornos de la Comunicación,http://www.usa.gov/gobiernousa/directorios/federal/instituto-nacional-sordera-otros-trastornos-comunicacion.shtml,"31 Center Drive, MSC 2320",Bethesda,MD,20892,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nidcd.nih.gov/health/spanish/,Instituto Nacional de la Sordera y Otros Trastornos de la Comunicación,es,,,,,,,,,,"El <a class=""fn org"" title=""Instituto Nacional de la Sordera y Otros Trastornos de la Comunicación"" href=""http://www.nidcd.nih.gov/health/spanish/"">Instituto Nacional de la Sordera y Otros Trastornos de la Comunicación </a>dirige y apoya la investigación biomédica y de comportamiento sobre la audición, equilibrio, olfato, gusto, voz, habla y lenguaje.",50127,null/api/USAGovAPI/contacts.json/contact/50127,Institutos Nacionales de la Salud,,,,,,,,,,,,,,"1-800-241-1044 (para español, presione el 2)",nidcdinfo@nidcd.nih.gov (en inglés)
50158,null/api/USAGovAPI/contacts.json/contact/50158,es,Agencia para Sustancias Tóxicas y el Registro de Enfermedades,http://www.usa.gov/gobiernousa/directorios/federal/agencia-sustancias-toxicas-registro-enfermedades.shtml,"4770 Buford Hwy, NE",Atlanta,GA,30341,,,,,,,,,,,,,,,,,,,,,,,,,http://1.usa.gov/WKr0Tb,Agencia para Sustancias Tóxicas y el Registro de Enfermedades,es,,,,,,,,,,"La <a class=""fn org"" title=""Agencia para Sustancias Tóxicas y el Registro de Enfermedades"" href=""http://www.atsdr.cdc.gov/es/index.html"">Agencia para Sustancias Tóxicas y el Registro de Enfermedades</a> (ATSDR, por su sigla en inglés) protege al público de las sustancias peligrosas y los derrames de éstas en el medio ambiente. Además, evalúa los efectos que tiene en los humanos la exposición a las sustancias peligrosas.",50055,null/api/USAGovAPI/contacts.json/contact/50055,Centros para el Control y la Prevención de Enfermedades &ndash, CDC,,,,,,,,,,49076,null/api/USAGovAPI/contacts.json/contact/49076,Agency for Toxic Substances and Disease Registry,en,1-888-422-8737 (para español presione el 2)
50159,null/api/USAGovAPI/contacts.json/contact/50159,es,Oficina de Administración de Tierras,http://www.usa.gov/gobiernousa/directorios/federal/oficina-administracion-tierras.shtml,"1849 C Street NW, Rm. 5665",Washington,DC,20240,202-208-3801 (en inglés),,,http://www.blm.gov/wo/st/en/National_Page/Contact_Us.html,Formulario de contacto (en inglés),es,,,,,,,,,,,,,,,,,,,http://www.blm.gov/wo/st/en.html,Oficina de Administración de Tierras (en inglés),es,,,,,,,,,,"La <a class=""fn org"" title=""Oficina de Administración de Tierras"" href=""http://www.blm.gov/wo/st/en.html"">Oficina de Administración de Tierras</a> (en inglés) apoya la salud, la diversidad y la productividad de las tierras públicas para el uso y recreación del público. La misma administra una gran variedad de recursos y es responsable por la conservación de paisajes naturales.",50079,null/api/USAGovAPI/contacts.json/contact/50079,Departamento del Interior,,,,,,,,,,49125,null/api/USAGovAPI/contacts.json/contact/49125,Bureau of Land Management (BLM),en,,
50160,null/api/USAGovAPI/contacts.json/contact/50160,es,Corte Suprema de Estados Unidos,http://www.usa.gov/gobiernousa/directorios/federal/corte-suprema-estados-unidos.shtml,"First Street, NE",Washington,DC,20543,202-479-3000 (en inglés),,,,,,,,,,,,,,,,,,,,,,,,http://www.supremecourt.gov/,Corte Suprema de Estados Unidos (en inglés),es,,,,,,,,,,"La <a class=""fn org"" title=""Corte Suprema"" href=""http://www.supremecourt.gov/"">Corte Suprema</a> (en inglés), o Tribunal Supremo, es la corte más importante del sistema judicial. Ésta escucha las apelaciones de las cortes inferiores al igual que casos de mucha importancia nacional. Además asegura que las decisiones de todas las cortes sean consistentes.",,,,50165,null/api/USAGovAPI/contacts.json/contact/50165,Programa de Intérpretes de las Cortes de EE. UU.,,,,,,,49688,null/api/USAGovAPI/contacts.json/contact/49688,Supreme Court of the United States,en,,
50161,null/api/USAGovAPI/contacts.json/contact/50161,es,Comisión de Bolsa y Valores,http://www.usa.gov/gobiernousa/directorios/federal/comision-bolsa-valores.shtml,"100 F Street, NE",Washington,DC,20549,,,,,,,,,,,,,,,,,,,,,,,,,http://www.sec.gov/investor/espanol.shtml,Comisión de Bolsa y Valores,es,,,,,,,,,,"La <a class=""fn org"" title=""Comisión de Bolsa y Valores"" href=""http://www.sec.gov/investor/espanol.shtml"">Comisión de Bolsa y Valores</a> (SEC, por su sigla en inglés) protege a los inversionistas y mantiene la integridad de los mercados de valores. Asimismo, combate el fraude en el sector de la inversión en valores para asegurar que los mercados de valores sean justos.",,,,50173,null/api/USAGovAPI/contacts.json/contact/50173,Oficina de Educación y Asistencia a los Inversionistas,50174,null/api/USAGovAPI/contacts.json/contact/50174,Comisión de Negociación de Futuros de Productos Básicos de Estados Unidos,,,,49054,null/api/USAGovAPI/contacts.json/contact/49054,Securities and Exchange Commission (SEC),en,1-800-732-0330 (pregunte por un traductor),help@sec.gov
50162,null/api/USAGovAPI/contacts.json/contact/50162,es,Administración de Asuntos sobre la Vejez,http://www.usa.gov/gobiernousa/directorios/federal/administracion-asuntos-vejez.shtml,"One Massachusetts Avenue, NW",Washington,DC,20001,,,,,,,,,,,,,,,,,,,,,,,,,http://www.aoa.gov/,Administración de Asuntos sobre la Vejez (en inglés),es,,,,,,,,,,"La <a class=""fn org"" title=""Administración de Asuntos sobre la Vejez"" href=""http://www.aoa.gov/"">Administración de Asuntos sobre la Vejez</a> (en inglés) es una agencia del Departamento de Salud y Servicios Sociales de EE. UU. cuya misión es desarrollar un sistema integral, coordinado y rentable de cuidado a largo plazo para promover un envejecimiento digno, activo e independiente. Para lograrlo, AoA dirige una de las redes nacionales más grandes de proveedores de cuidados en el hogar y las comunidades para las personas mayores y sus cuidadores.",50081,null/api/USAGovAPI/contacts.json/contact/50081,Departamento de Salud y Servicios Humanos &ndash, HHS,50197,null/api/USAGovAPI/contacts.json/contact/50197,Localizador de Cuidados de Personas Mayores,,,,,,,47995,null/api/USAGovAPI/contacts.json/contact/47995,Administration on Aging (AoA),en,1-800-677-1116 (para español presione el 2)
50164,null/api/USAGovAPI/contacts.json/contact/50164,es,"Instituto Nacional del Corazón, los Pulmones y la Sangre",http://www.usa.gov/gobiernousa/directorios/federal/instituto-nacional-corazon-pulmon-sangre.shtml,P.O. Box 30105,Bethesda,MD,20824,301-592-8573 (en inglés),No,EXEC,,,,,,,,,,,,,,,,,,,,,,http://www.nhlbi.nih.gov/index.html,"Instituto Nacional del Corazón, los Pulmones y la Sangre",es,,,,,,,,,,"El <a class=""fn org"" title=""Instituto Nacional del Corazón, los Pulmones y la Sangre"" href=""http://www.nhlbi.nih.gov/index.html"">Instituto Nacional del Corazón, los Pulmones y la Sangre</a> (en inglés) dirige un programa nacional de enfermedades del corazón, los pulmones y la sangre. Desde octubre de 1997, el Instituto también maneja la Iniciativa para la Salud de la Mujer de los Institutos Nacionales de la Salud.",50127,null/api/USAGovAPI/contacts.json/contact/50127,Institutos Nacionales de la Salud,,,,,,,,,,,,,,,nhlbiinfo@nhlbi.nih.gov
50165,null/api/USAGovAPI/contacts.json/contact/50165,es,Programa de Intérpretes de las Cortes de EE. UU.,http://www.usa.gov/gobiernousa/directorios/federal/programa-interpretes-cortes-ee-uu.shtml,Administrative Office of the U.S. Courts </br />Office of Public Affairs,Washington,DC,20544,202-479-3211 (pregunte por un traductor),,,http://www.uscourts.gov/ContactUs/ContactUs.aspx,Formulario de contacto (en inglés),es,,,,,,,,,,,,,,,,,,,http://www.uscourts.gov/FederalCourts/UnderstandingtheFederalCourts/DistrictCourts/CourtInterpreters.aspx,Programa de Intérpretes de las Cortes de EE. UU. (en inglés),es,,,,,,,,,,"El <a class=""fn org"" title=""Programa de Intérpretes de las Cortes de EE. UU."" href=""http://www.uscourts.gov/FederalCourts/UnderstandingtheFederalCourts/DistrictCourts/CourtInterpreters.aspx"">Programa de Intérpretes de las Cortes de EE. UU.</a> (en inglés) es un programa para que intérpretes certificados sirvan en las cortes federales y ayuden a las personas sordas y a aquellas cuyo idioma materno no es el inglés a comunicarse.",50160,null/api/USAGovAPI/contacts.json/contact/50160,Corte Suprema de Estados Unidos,,,,,,,,,,,,,,,
50166,null/api/USAGovAPI/contacts.json/contact/50166,es,Venta de Propiedad Federal,http://www.usa.gov/gobiernousa/directorios/federal/venta-propiedad-federal.shtml,"1800 F Street, NW",Washington,DC,20405,,,,,,,,,,,,,,,,,,,,,,,,,http://www.govsales.gov,Venta de Propiedad Federal (en inglés),es,,,,,,,,,,"La Administración de Servicios Generales ayuda a las agencias federales a vender las propiedades que no necesitan directamente al público a través de subastas que se realizan por Internet. Las subastas incluyen objetos personales, inmuebles y vehículos.",50104,null/api/USAGovAPI/contacts.json/contact/50104,Administración General de Servicios,,,,,,,,,,48140,null/api/USAGovAPI/contacts.json/contact/48140,Surplus Federal Property Sales,en,1-800-488-3111,
50167,null/api/USAGovAPI/contacts.json/contact/50167,es,Centro de Información Nacional sobre Pesticidas,http://www.usa.gov/gobiernousa/directorios/federal/centro-informacion-nacional-pesticidas.shtml,333 Weniger Hall,Corvallis,OR,97331-6502,,,,,,,,,,,,,,,,,,,,,,,,,http://www.npic.orst.edu/index.es.html,Centro de Información Nacional sobre Pesticidas,es,,,,,,,,,,"El <a class=""fn org"" title=""Centro de Nacional de Información sobre Pesticidas "" href=""http://npic.orst.edu/index.es.html"">Centro de Nacional de Información sobre Pesticidas</a> ofrece recomendaciones generales de primeros auxilios. En caso de una emergencia por envenenamiento con pesticidas llame al 911.",50140,null/api/USAGovAPI/contacts.json/contact/50140,Agencia de Protección Ambiental de Estados Unidos,,,,,,,,,,48094,null/api/USAGovAPI/contacts.json/contact/48094,National Pesticide Information Center,en,1-800-858-7378,npic@ace.orst.edu
50168,null/api/USAGovAPI/contacts.json/contact/50168,es,Centro Nacional de Respuesta,http://www.usa.gov/gobiernousa/directorios/federal/centro-nacional-respuesta.shtml,,,AK,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/espanol/emerg.htm,Centro Nacional de Respuesta,es,,,,,,,,,,"El <a class=""fn org"" title=""Centro Nacional de Respuesta"" href=""http://www.epa.gov/espanol/emerg.htm"">Centro Nacional de Respuesta</a> de la Agencia de Protección Ambiental (EPA, por su sigla en inglés) informa sobre emergencias ambientales relacionadas a derrames de aceite y sustancias químicas.   ",50140,null/api/USAGovAPI/contacts.json/contact/50140,Agencia de Protección Ambiental de Estados Unidos,,,,,,,,,,,,,,1-800-424-8802 ,
50169,null/api/USAGovAPI/contacts.json/contact/50169,es,División de Calidad del Aire Interior,http://www.usa.gov/gobiernousa/directorios/federal/division-calidad-aire-interior.shtml,Mail Code 6609J,Washington,DC,20460,202-343-9370,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/espanol/aire.html,División de Calidad del Aire Interior,es,,,,,,,,,,"La <a class=""fn org"" title=""División de Calidad del Aire Interior"" href=""http://www.epa.gov/espanol/aire.html"">División de Calidad del Aire Interior</a> forma parte de la Agencia de Protección Ambiental de Estados Unidos y tiene como objetivo concientizar al público sobre información relacionada a la calidad del aire interior.",50140,null/api/USAGovAPI/contacts.json/contact/50140,Agencia de Protección Ambiental de Estados Unidos,,,,,,,,,,,,,,1-800-438-4318,IAQINFO@aol.com
50170,null/api/USAGovAPI/contacts.json/contact/50170,es,Línea Directa de Agua Potable,http://www.usa.gov/gobiernousa/directorios/federal/linea-directa-agua-potable.shtml,"1200 Pennsylvania Ave.,",Washington,DC,20460,,,,,,,,,,,,,,,,,,,,,,,,,http://www.epa.gov/espanol/agua.htm,Línea Directa de Agua Potable,es,,,,,,,,,,"La <a class=""fn org"" title=""Línea Directa de Agua Potable"" href=""http://www.epa.gov/espanol/agua.htm"">Línea Directa de Agua Potable</a> difunde información para fomentar la concienciación pública y la participación en asuntos referentes a la calidad del agua. ",50140,null/api/USAGovAPI/contacts.json/contact/50140,Agencia de Protección Ambiental de Estados Unidos,,,,,,,,,,,,,,"1-800-426-4791 (10 am-4 pm, ET)",hotline-sdwa@epamail.epa.gov
50171,null/api/USAGovAPI/contacts.json/contact/50171,es,Programa ENERGY STAR,http://www.usa.gov/gobiernousa/directorios/federal/programa-energy-star.shtml,"1200 Pennsylvania Ave., NW",Washington,DC,20460,703-412-3086,,,,,,,,,,,,,,,,,,,,,,,,http://www.energystar.gov/index.cfm?c=home.resources_espanol,Programa ENERGY STAR,es,,,,,,,,,,"El rótulo <a title=""ENERGY STAR"" href=""http://www.energystar.gov/index.cfm?c=home.resources_espanol"">ENERGY STAR</a> se otorga a productos de alta eficiencia energética para el hogar y la oficina. Comprar aparatos eléctricos y electrónicos, lámparas, equipos de calefacción y refrigeración y demás productos que llevan este rótulo ayuda a proteger el medio ambiente y ahorra dinero.",50140,null/api/USAGovAPI/contacts.json/contact/50140,Agencia de Protección Ambiental de Estados Unidos,,,,,,,,,,48031,null/api/USAGovAPI/contacts.json/contact/48031,Energy Star Program,en,1-888-782-7937 (en inglés),hotline@energystar.gov
50172,null/api/USAGovAPI/contacts.json/contact/50172,es,Agencia Federal para el Desarrollo de la Pequeña Empresa,http://www.usa.gov/gobiernousa/directorios/federal/agencia-federal-desarrollo-pequena-empresa.shtml,"409 3rd Street, SW, Suite 7600",Washington,DC,20416,202-205-6740,,,,,,,,,,,,,,,,,,,,,,,,http://www.sba.gov/,Agencia Federal para el Desarrollo de la Pequeña Empresa (en inglés),es,,,,,,,,,,"La <a class=""fn org"" title=""Agencia Federal para el Desarrollo de la Pequeña Empresa"" href=""http://www.sba.gov/"">Agencia Federal para el Desarrollo de la Pequeña Empresa</a> (en inglés) ayuda al público a comenzar y hacer crecer sus negocios. Por medio de una red de oficinas y socios locales, la SBA ayuda, aconseja y proteje los intereses de la pequeña empresa.",,,,,,,,,,,,,48139,null/api/USAGovAPI/contacts.json/contact/48139,Small Business Administration (SBA),en,1-800-827-5722 (para español presione el 2),answerdesk@sba.com
50173,null/api/USAGovAPI/contacts.json/contact/50173,es,Oficina de Educación y Asistencia a los Inversionistas,http://www.usa.gov/gobiernousa/directorios/federal/oficina-educacion-asistencia-a-inversionistas.shtml,"100 F Street, NE",Washington,DC,20549-0213,202-551-6551,,,,,,,,,,,,,,,,,,,,,,,,http://www.sec.gov/investor/espanol.shtml,Oficina de Educación y Asistencia a los Inversionistas,es,,,,,,,,,,"La <a class=""fn org"" title=""Oficina de Educación y Asistencia a los Inversionistas"" href=""http://www.hhs.gov/ocr/privacy/hipaa/understanding/consumers/factsheets_spanish.html"">Oficina de Educación y Asistencia a los Inversionistas</a> atiende problemas y preguntas que usted pudiera tener como inversionista con respecto a asuntos financieros. ",50161,null/api/USAGovAPI/contacts.json/contact/50161,Comisión de Bolsa y Valores,,,,,,,,,,48109,null/api/USAGovAPI/contacts.json/contact/48109,Office of Investor Education and Advocacy (OIEA),en,1-800-732-0330 (en inglés),ayuda@sec.gov
50174,null/api/USAGovAPI/contacts.json/contact/50174,es,Comisión de Negociación de Futuros de Productos Básicos de Estados Unidos,http://www.usa.gov/gobiernousa/directorios/federal/comision-comercio-futuros-mercancia.shtml,"1155 21st Street, NW",Washington,DC,20581,202-418-5000 (en inglés),,,,,,,,,,,,,,,,,,,,,,,,http://www.cftc.gov/,Comisión de Negociación de Futuros de Productos Básicos de Estados Unidos (en inglés),es,,,,,,,,,,"La <a class=""fn org"" title=""Comisión de Negociación de Futuros de Productos Básicos de Estados Unidos"" href=""http://www.cftc.gov/"">Comisión de Negociación de Futuros de Productos Básicos de Estados Unidos</a> (en inglés) es una agencia independiente creada para regular los mercados de opciones en Estados Unidos.",50161,null/api/USAGovAPI/contacts.json/contact/50161,Comisión de Bolsa y Valores,,,,,,,,,,48146,null/api/USAGovAPI/contacts.json/contact/48146,U.S. Commodity Futures Trading Commission (CFTC),en,,
50175,null/api/USAGovAPI/contacts.json/contact/50175,es,Consejo de Accesibilidad de Servicios Públicos de Estados Unidos,http://www.usa.gov/gobiernousa/directorios/federal/consejo-acceso-estados-unidos.shtml,"1331 F St., NW, Suite 1000",Washington,DC,20004-1111,,,,,,,,,,,,,,,,,,,,,,,,,http://www.access-board.gov/en-espanol/420-ada-aba-guidelines-en-espa%C3%B1ol,Consejo de Accesibilidad de Servicios Públicos de Estados Unidos,es,,,,,,,,,,"El <a class=""fn org"" title=""Consejo de Accesibilidad de Servicios Públicos de Estados Unidos"" href=""http://www.access-board.gov/en-espanol/420-ada-aba-guidelines-en-espa%C3%B1ol"">Consejo de Accesibilidad de Servicios Públicos de Estados Unidos</a> es una agencia independiente que busca proveer acceso a personas con discapacidades a instalaciones financiadas por el gobierno Federal. El Consejo coordina entre varias agencias federales y representa directamente al público, en especial las personas con discapacidades.",,,,,,,,,,,,,52663,null/api/USAGovAPI/contacts.json/contact/52663,U.S. Access Board,en,1-800-872-2253 (para español presione el 6),info@access-board.gov
50176,null/api/USAGovAPI/contacts.json/contact/50176,es,Consejo Nacional para la Discapacidad,http://www.usa.gov/gobiernousa/directorios/federal/consejo-nacional-discapacidad.shtml,"1331 F St., NW Suite 850",Washington,DC,20004,202-272-2004 (en inglés),,,,,,,,,,,,,,,,,,,,,,,,http://www.ncd.gov,Consejo Nacional para la Discapacidad (en inglés),es,,,,,,,,,,"El <a class=""fn org"" title=""Consejo Nacional para la Discapacidad"" href=""http://www.ncd.gov/"">Consejo Nacional para la Discapacidad</a> (en inglés) es una agencia federal independiente que hace recomendaciones al Presidente y al Congreso sobre políticas que afectan a más de 54 millones de estadounidenses con discapacidades. El NCD trabaja para fortalecer la causa de los individuos con discapacidades y para promover igualdad de oportunidades.",,,,,,,,,,,,,48076,null/api/USAGovAPI/contacts.json/contact/48076,National Council on Disability (NCD),en,,ncd@ncd.gov
50178,null/api/USAGovAPI/contacts.json/contact/50178,es,Centro de Políticas y Promoción de la Nutrición,http://www.usa.gov/gobiernousa/directorios/federal/centro-politicas-promocion-nutricion.shtml,3101 Park Center Dr. <br />Room 1034,Alexandria,VA,22302-1594,703-305-7600,,,,,,,,,,,,,,,,,,,,,,,,http://www.cnpp.usda.gov/,Centro de Políticas y Promoción de la Nutrición (en inglés),es,,,,,,,,,,"El <a class=""fn org"" title=""Centro de Políticas y Promoción de la Nutrición "" href=""http://www.cnpp.usda.gov/"">Centro de Políticas y Promoción de la Nutrición</a> (en inglés) trabaja para mejorar la salud y el bienestar del público a través del desarrollo y promoción de una guía alimentaria que vincula la investigación científica con las necesidades de los consumidores.",50072,null/api/USAGovAPI/contacts.json/contact/50072,Departamento de Agricultura,,,,,,,,,,52678,null/api/USAGovAPI/contacts.json/contact/52678,Center for Food Safety and Applied Nutrition,en,,
50179,null/api/USAGovAPI/contacts.json/contact/50179,es,Línea de Información Sobre Carnes y Aves,http://www.usa.gov/gobiernousa/directorios/federal/linea-informacion-carnes-aves.shtml,,Washington,DC,20250-3700,,,,,,,,,,,,,,,,,,,,,,,,,http://www.fsis.usda.gov/En_Espanol/index.asp,Línea de Información Sobre Carnes y Aves,es,,,,,,,,,,"La <a class=""fn org"" title=""Línea de Información Sobre Carnes y Aves"" href=""http://www.fsis.usda.gov/En_Espanol/index.asp"">Línea de Información Sobre Carnes y Aves</a> contiene noticias, hojas informativas y otros recursos disponibles sobre la inocuidad alimentaria. ",50072,null/api/USAGovAPI/contacts.json/contact/50072,Departamento de Agricultura,,,,,,,,,,,,,,"1-888-674-6854 (10 a.m.-4 p.m., inglés y español)",mphotline.fsis@usda.gov
